,State,State Code,Year of Death,Year of Death Code,Age of Mother,Age of Mother Code,ICD Chapter,ICD Chapter Code,Deaths,Births,Death Rate
5730,Tennessee,47.0,2017.0,2017.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24.0,19747.0,1.22
5731,Tennessee,47.0,2017.0,2017.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15.0,19747.0,0.76 (Unreliable)
5732,Tennessee,47.0,2017.0,2017.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,25.0,8638.0,2.89
5733,Tennessee,47.0,2017.0,2017.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24.0,8638.0,2.78
5734,Tennessee,47.0,2018.0,2018.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,23.0,5258.0,4.38
5735,Tennessee,47.0,2018.0,2018.0,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14.0,5258.0,2.67 (Unreliable)
5736,Tennessee,47.0,2018.0,2018.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,64.0,19537.0,3.28
5737,Tennessee,47.0,2018.0,2018.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,21.0,19537.0,1.08
5738,Tennessee,47.0,2018.0,2018.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,28.0,19537.0,1.44
5739,Tennessee,47.0,2018.0,2018.0,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,22.0,19537.0,1.13
5740,Tennessee,47.0,2018.0,2018.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,75.0,25048.0,2.99
5741,Tennessee,47.0,2018.0,2018.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,34.0,25048.0,1.36
5742,Tennessee,47.0,2018.0,2018.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,33.0,25048.0,1.32
5743,Tennessee,47.0,2018.0,2018.0,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,17.0,25048.0,0.68 (Unreliable)
5744,Tennessee,47.0,2018.0,2018.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,64.0,19967.0,3.21
5745,Tennessee,47.0,2018.0,2018.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24.0,19967.0,1.20
5746,Tennessee,47.0,2018.0,2018.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15.0,19967.0,0.75 (Unreliable)
5747,Tennessee,47.0,2018.0,2018.0,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,12.0,19967.0,0.60 (Unreliable)
5748,Tennessee,47.0,2018.0,2018.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,24.0,9110.0,2.64
5749,Tennessee,47.0,2018.0,2018.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12.0,9110.0,1.32 (Unreliable)
5750,Tennessee,47.0,2019.0,2019.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,24.0,4918.0,4.90
5751,Tennessee,47.0,2019.0,2019.0,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,16.0,4918.0,3.28 (Unreliable)
5752,Tennessee,47.0,2019.0,2019.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,77.0,19431.0,3.97
5753,Tennessee,47.0,2019.0,2019.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,30.0,19431.0,1.55
5754,Tennessee,47.0,2019.0,2019.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,24.0,19431.0,1.25
5755,Tennessee,47.0,2019.0,2019.0,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,17.0,19431.0,0.88 (Unreliable)
5756,Tennessee,47.0,2019.0,2019.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,81.0,24705.0,3.29
5757,Tennessee,47.0,2019.0,2019.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,33.0,24705.0,1.34
5758,Tennessee,47.0,2019.0,2019.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,19.0,24705.0,0.78 (Unreliable)
5759,Tennessee,47.0,2019.0,2019.0,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,13.0,24705.0,0.53 (Unreliable)
5760,Tennessee,47.0,2019.0,2019.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,53.0,20239.0,2.63
5761,Tennessee,47.0,2019.0,2019.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24.0,20239.0,1.19
5762,Tennessee,47.0,2019.0,2019.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10.0,20239.0,0.50 (Unreliable)
5763,Tennessee,47.0,2019.0,2019.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,34.0,9244.0,3.69
5764,Tennessee,47.0,2019.0,2019.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,16.0,9244.0,1.74 (Unreliable)
5765,Texas,48.0,2007.0,2007.0,15-19 years,15-19,Diseases of the circulatory system,I00-I99,11.0,54281.0,0.21 (Unreliable)
5766,Texas,48.0,2007.0,2007.0,15-19 years,15-19,Diseases of the respiratory system,J00-J98,13.0,54281.0,0.24 (Unreliable)
5767,Texas,48.0,2007.0,2007.0,15-19 years,15-19,Diseases of the digestive system,K00-K92,13.0,54281.0,0.25 (Unreliable)
5768,Texas,48.0,2007.0,2007.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,182.0,54281.0,3.36
5769,Texas,48.0,2007.0,2007.0,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,93.0,54281.0,1.71
5770,Texas,48.0,2007.0,2007.0,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,83.0,54281.0,1.53
5771,Texas,48.0,2007.0,2007.0,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,22.0,54281.0,0.41
5772,Texas,48.0,2007.0,2007.0,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,17.0,113169.0,0.15 (Unreliable)
5773,Texas,48.0,2007.0,2007.0,20-24 years,20-24,Diseases of the circulatory system,I00-I99,13.0,113169.0,0.12 (Unreliable)
5774,Texas,48.0,2007.0,2007.0,20-24 years,20-24,Diseases of the respiratory system,J00-J98,22.0,113169.0,0.20
5775,Texas,48.0,2007.0,2007.0,20-24 years,20-24,Diseases of the digestive system,K00-K92,14.0,113169.0,0.13 (Unreliable)
5776,Texas,48.0,2007.0,2007.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,299.0,113169.0,2.64
5777,Texas,48.0,2007.0,2007.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,151.0,113169.0,1.33
5778,Texas,48.0,2007.0,2007.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,174.0,113169.0,1.53
5779,Texas,48.0,2007.0,2007.0,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,40.0,113169.0,0.35
5780,Texas,48.0,2007.0,2007.0,25-29 years,25-29,Diseases of the nervous system,G00-G98,16.0,110941.0,0.15 (Unreliable)
5781,Texas,48.0,2007.0,2007.0,25-29 years,25-29,Diseases of the circulatory system,I00-I99,12.0,110941.0,0.11 (Unreliable)
5782,Texas,48.0,2007.0,2007.0,25-29 years,25-29,Diseases of the respiratory system,J00-J98,18.0,110941.0,0.17 (Unreliable)
5783,Texas,48.0,2007.0,2007.0,25-29 years,25-29,Diseases of the digestive system,K00-K92,13.0,110941.0,0.12 (Unreliable)
5784,Texas,48.0,2007.0,2007.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,269.0,110941.0,2.42
5785,Texas,48.0,2007.0,2007.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,129.0,110941.0,1.16
5786,Texas,48.0,2007.0,2007.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,88.0,110941.0,0.80
5787,Texas,48.0,2007.0,2007.0,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,27.0,110941.0,0.25
5788,Texas,48.0,2007.0,2007.0,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,10.0,81335.0,0.12 (Unreliable)
5789,Texas,48.0,2007.0,2007.0,30-34 years,30-34,Diseases of the circulatory system,I00-I99,11.0,81335.0,0.14 (Unreliable)
5790,Texas,48.0,2007.0,2007.0,30-34 years,30-34,Diseases of the digestive system,K00-K92,10.0,81335.0,0.13 (Unreliable)
5791,Texas,48.0,2007.0,2007.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,213.0,81335.0,2.62
5792,Texas,48.0,2007.0,2007.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,106.0,81335.0,1.30
5793,Texas,48.0,2007.0,2007.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,40.0,81335.0,0.49
5794,Texas,48.0,2007.0,2007.0,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,10.0,81335.0,0.12 (Unreliable)
5795,Texas,48.0,2007.0,2007.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,129.0,39052.0,3.30
5796,Texas,48.0,2007.0,2007.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,73.0,39052.0,1.87
5797,Texas,48.0,2007.0,2007.0,35-39 years,35-39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,25.0,39052.0,0.65
5798,Texas,48.0,2007.0,2007.0,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,33.0,7519.0,4.41
5799,Texas,48.0,2007.0,2007.0,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,30.0,7519.0,3.95
5800,Texas,48.0,2008.0,2008.0,15-19 years,15-19,Certain infectious and parasitic diseases,A00-B99,10.0,54284.0,0.19 (Unreliable)
5801,Texas,48.0,2008.0,2008.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,174.0,54284.0,3.21
5802,Texas,48.0,2008.0,2008.0,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,83.0,54284.0,1.53
5803,Texas,48.0,2008.0,2008.0,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,78.0,54284.0,1.44
5804,Texas,48.0,2008.0,2008.0,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,36.0,54284.0,0.65
5805,Texas,48.0,2008.0,2008.0,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,12.0,110268.0,0.11 (Unreliable)
5806,Texas,48.0,2008.0,2008.0,20-24 years,20-24,Diseases of the circulatory system,I00-I99,13.0,110268.0,0.12 (Unreliable)
5807,Texas,48.0,2008.0,2008.0,20-24 years,20-24,Diseases of the respiratory system,J00-J98,15.0,110268.0,0.14 (Unreliable)
5808,Texas,48.0,2008.0,2008.0,20-24 years,20-24,Diseases of the digestive system,K00-K92,14.0,110268.0,0.13 (Unreliable)
5809,Texas,48.0,2008.0,2008.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,289.0,110268.0,2.62
5810,Texas,48.0,2008.0,2008.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,128.0,110268.0,1.17
5811,Texas,48.0,2008.0,2008.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,167.0,110268.0,1.51
5812,Texas,48.0,2008.0,2008.0,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,41.0,110268.0,0.37
5813,Texas,48.0,2008.0,2008.0,25-29 years,25-29,Certain infectious and parasitic diseases,A00-B99,12.0,110890.0,0.11 (Unreliable)
5814,Texas,48.0,2008.0,2008.0,25-29 years,25-29,Diseases of the circulatory system,I00-I99,14.0,110890.0,0.13 (Unreliable)
5815,Texas,48.0,2008.0,2008.0,25-29 years,25-29,Diseases of the respiratory system,J00-J98,14.0,110890.0,0.13 (Unreliable)
5816,Texas,48.0,2008.0,2008.0,25-29 years,25-29,Diseases of the digestive system,K00-K92,14.0,110890.0,0.13 (Unreliable)
5817,Texas,48.0,2008.0,2008.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,299.0,110890.0,2.70
5818,Texas,48.0,2008.0,2008.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,133.0,110890.0,1.20
5819,Texas,48.0,2008.0,2008.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,102.0,110890.0,0.92
5820,Texas,48.0,2008.0,2008.0,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,32.0,110890.0,0.29
5821,Texas,48.0,2008.0,2008.0,30-34 years,30-34,Diseases of the circulatory system,I00-I99,14.0,81878.0,0.17 (Unreliable)
5822,Texas,48.0,2008.0,2008.0,30-34 years,30-34,Diseases of the digestive system,K00-K92,10.0,81878.0,0.12 (Unreliable)
5823,Texas,48.0,2008.0,2008.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,218.0,81878.0,2.67
5824,Texas,48.0,2008.0,2008.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,91.0,81878.0,1.12
5825,Texas,48.0,2008.0,2008.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,50.0,81878.0,0.61
5826,Texas,48.0,2008.0,2008.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,125.0,39123.0,3.21
5827,Texas,48.0,2008.0,2008.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,68.0,39123.0,1.73
5828,Texas,48.0,2008.0,2008.0,35-39 years,35-39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,11.0,39123.0,0.28 (Unreliable)
5829,Texas,48.0,2008.0,2008.0,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,28.0,7786.0,3.56
5830,Texas,48.0,2008.0,2008.0,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,32.0,7786.0,4.07
5831,Texas,48.0,2009.0,2009.0,15-19 years,15-19,Diseases of the respiratory system,J00-J98,12.0,52656.0,0.23 (Unreliable)
5832,Texas,48.0,2009.0,2009.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,154.0,52656.0,2.93
5833,Texas,48.0,2009.0,2009.0,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,74.0,52656.0,1.40
5834,Texas,48.0,2009.0,2009.0,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,68.0,52656.0,1.29
5835,Texas,48.0,2009.0,2009.0,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,32.0,52656.0,0.62
5836,Texas,48.0,2009.0,2009.0,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,16.0,107412.0,0.15 (Unreliable)
5837,Texas,48.0,2009.0,2009.0,20-24 years,20-24,Diseases of the circulatory system,I00-I99,14.0,107412.0,0.13 (Unreliable)
5838,Texas,48.0,2009.0,2009.0,20-24 years,20-24,Diseases of the respiratory system,J00-J98,25.0,107412.0,0.24
5839,Texas,48.0,2009.0,2009.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,246.0,107412.0,2.29
5840,Texas,48.0,2009.0,2009.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,157.0,107412.0,1.46
5841,Texas,48.0,2009.0,2009.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,148.0,107412.0,1.37
5842,Texas,48.0,2009.0,2009.0,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,66.0,107412.0,0.61
5843,Texas,48.0,2009.0,2009.0,25-29 years,25-29,Certain infectious and parasitic diseases,A00-B99,14.0,110413.0,0.13 (Unreliable)
5844,Texas,48.0,2009.0,2009.0,25-29 years,25-29,Diseases of the circulatory system,I00-I99,18.0,110413.0,0.17 (Unreliable)
5845,Texas,48.0,2009.0,2009.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,272.0,110413.0,2.46
5846,Texas,48.0,2009.0,2009.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,145.0,110413.0,1.31
5847,Texas,48.0,2009.0,2009.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,65.0,110413.0,0.59
5848,Texas,48.0,2009.0,2009.0,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,23.0,110413.0,0.21
5849,Texas,48.0,2009.0,2009.0,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,16.0,82515.0,0.20 (Unreliable)
5850,Texas,48.0,2009.0,2009.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,199.0,82515.0,2.41
5851,Texas,48.0,2009.0,2009.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,90.0,82515.0,1.08
5852,Texas,48.0,2009.0,2009.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,34.0,82515.0,0.42
5853,Texas,48.0,2009.0,2009.0,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,15.0,82515.0,0.18 (Unreliable)
5854,Texas,48.0,2009.0,2009.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,147.0,39485.0,3.72
5855,Texas,48.0,2009.0,2009.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,55.0,39485.0,1.40
5856,Texas,48.0,2009.0,2009.0,35-39 years,35-39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,11.0,39485.0,0.28 (Unreliable)
5857,Texas,48.0,2009.0,2009.0,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,40.0,8165.0,4.95
5858,Texas,48.0,2009.0,2009.0,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,35.0,8165.0,4.31
5859,Texas,48.0,2010.0,2010.0,15-19 years,15-19,Certain infectious and parasitic diseases,A00-B99,11.0,47751.0,0.23 (Unreliable)
5860,Texas,48.0,2010.0,2010.0,15-19 years,15-19,Diseases of the respiratory system,J00-J98,10.0,47751.0,0.21 (Unreliable)
5861,Texas,48.0,2010.0,2010.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,147.0,47751.0,3.08
5862,Texas,48.0,2010.0,2010.0,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,71.0,47751.0,1.50
5863,Texas,48.0,2010.0,2010.0,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,67.0,47751.0,1.41
5864,Texas,48.0,2010.0,2010.0,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,27.0,47751.0,0.57
5865,Texas,48.0,2010.0,2010.0,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,16.0,101142.0,0.16 (Unreliable)
5866,Texas,48.0,2010.0,2010.0,20-24 years,20-24,Diseases of the nervous system,G00-G98,11.0,101142.0,0.11 (Unreliable)
5867,Texas,48.0,2010.0,2010.0,20-24 years,20-24,Diseases of the circulatory system,I00-I99,13.0,101142.0,0.13 (Unreliable)
5868,Texas,48.0,2010.0,2010.0,20-24 years,20-24,Diseases of the respiratory system,J00-J98,15.0,101142.0,0.15 (Unreliable)
5869,Texas,48.0,2010.0,2010.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,292.0,101142.0,2.89
5870,Texas,48.0,2010.0,2010.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,129.0,101142.0,1.27
5871,Texas,48.0,2010.0,2010.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,127.0,101142.0,1.26
5872,Texas,48.0,2010.0,2010.0,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,56.0,101142.0,0.56
5873,Texas,48.0,2010.0,2010.0,25-29 years,25-29,Certain infectious and parasitic diseases,A00-B99,13.0,106148.0,0.12 (Unreliable)
5874,Texas,48.0,2010.0,2010.0,25-29 years,25-29,Diseases of the circulatory system,I00-I99,15.0,106148.0,0.14 (Unreliable)
5875,Texas,48.0,2010.0,2010.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,282.0,106148.0,2.66
5876,Texas,48.0,2010.0,2010.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,126.0,106148.0,1.19
5877,Texas,48.0,2010.0,2010.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,70.0,106148.0,0.65
5878,Texas,48.0,2010.0,2010.0,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,38.0,106148.0,0.36
5879,Texas,48.0,2010.0,2010.0,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,14.0,82454.0,0.17 (Unreliable)
5880,Texas,48.0,2010.0,2010.0,30-34 years,30-34,Diseases of the digestive system,K00-K92,10.0,82454.0,0.12 (Unreliable)
5881,Texas,48.0,2010.0,2010.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,216.0,82454.0,2.62
5882,Texas,48.0,2010.0,2010.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,116.0,82454.0,1.40
5883,Texas,48.0,2010.0,2010.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,42.0,82454.0,0.51
5884,Texas,48.0,2010.0,2010.0,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,12.0,82454.0,0.15 (Unreliable)
5885,Texas,48.0,2010.0,2010.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,120.0,39107.0,3.06
5886,Texas,48.0,2010.0,2010.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,55.0,39107.0,1.41
5887,Texas,48.0,2010.0,2010.0,35-39 years,35-39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13.0,39107.0,0.34 (Unreliable)
5888,Texas,48.0,2010.0,2010.0,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,40.0,8272.0,4.84
5889,Texas,48.0,2010.0,2010.0,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,28.0,8272.0,3.35
5890,Texas,48.0,2011.0,2011.0,15-19 years,15-19,Certain infectious and parasitic diseases,A00-B99,13.0,42748.0,0.31 (Unreliable)
5891,Texas,48.0,2011.0,2011.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,146.0,42748.0,3.41
5892,Texas,48.0,2011.0,2011.0,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,75.0,42748.0,1.76
5893,Texas,48.0,2011.0,2011.0,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,49.0,42748.0,1.16
5894,Texas,48.0,2011.0,2011.0,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,24.0,42748.0,0.57
5895,Texas,48.0,2011.0,2011.0,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,12.0,96806.0,0.12 (Unreliable)
5896,Texas,48.0,2011.0,2011.0,20-24 years,20-24,Diseases of the circulatory system,I00-I99,12.0,96806.0,0.13 (Unreliable)
5897,Texas,48.0,2011.0,2011.0,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,236.0,96806.0,2.44
5898,Texas,48.0,2011.0,2011.0,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,110.0,96806.0,1.13
5899,Texas,48.0,2011.0,2011.0,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,110.0,96806.0,1.13
5900,Texas,48.0,2011.0,2011.0,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,45.0,96806.0,0.47
5901,Texas,48.0,2011.0,2011.0,25-29 years,25-29,Certain infectious and parasitic diseases,A00-B99,12.0,105004.0,0.12 (Unreliable)
5902,Texas,48.0,2011.0,2011.0,25-29 years,25-29,Diseases of the circulatory system,I00-I99,10.0,105004.0,0.10 (Unreliable)
5903,Texas,48.0,2011.0,2011.0,25-29 years,25-29,Diseases of the respiratory system,J00-J98,18.0,105004.0,0.17 (Unreliable)
5904,Texas,48.0,2011.0,2011.0,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,267.0,105004.0,2.54
5905,Texas,48.0,2011.0,2011.0,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,115.0,105004.0,1.10
5906,Texas,48.0,2011.0,2011.0,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,75.0,105004.0,0.71
5907,Texas,48.0,2011.0,2011.0,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,25.0,105004.0,0.24
5908,Texas,48.0,2011.0,2011.0,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,233.0,84319.0,2.76
5909,Texas,48.0,2011.0,2011.0,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,94.0,84319.0,1.11
5910,Texas,48.0,2011.0,2011.0,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,30.0,84319.0,0.36
5911,Texas,48.0,2011.0,2011.0,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,14.0,84319.0,0.17 (Unreliable)
5912,Texas,48.0,2011.0,2011.0,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,115.0,38817.0,2.96
5913,Texas,48.0,2011.0,2011.0,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,65.0,38817.0,1.68
5914,Texas,48.0,2011.0,2011.0,35-39 years,35-39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13.0,38817.0,0.34 (Unreliable)
5915,Texas,48.0,2011.0,2011.0,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,36.0,8671.0,4.20
5916,Texas,48.0,2011.0,2011.0,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,26.0,8671.0,3.02
5917,Texas,48.0,2012.0,2012.0,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,115.0,40451.0,2.83
5918,Texas,48.0,2012.0,2012.0,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,71.0,40451.0,1.75
