Notes,State,State Code,Year of Death,Year of Death Code,Age of Mother,Age of Mother Code,ICD Chapter,ICD Chapter Code,Deaths,Births,Death Rate
,Tennessee,47,2008,2008,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,26,16067,1.62
,Tennessee,47,2008,2008,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,27,7220,3.74
,Tennessee,47,2008,2008,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,20,7220,2.77
,Tennessee,47,2008,2008,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,10,1334,7.51 (Unreliable)
,Tennessee,47,2009,2009,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,47,10378,4.53
,Tennessee,47,2009,2009,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14,10378,1.35 (Unreliable)
,Tennessee,47,2009,2009,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15,10378,1.45 (Unreliable)
,Tennessee,47,2009,2009,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,13,10378,1.25 (Unreliable)
,Tennessee,47,2009,2009,20-24 years,20-24,Diseases of the respiratory system,J00-J98,10,24061,0.42 (Unreliable)
,Tennessee,47,2009,2009,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,78,24061,3.24
,Tennessee,47,2009,2009,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,45,24061,1.87
,Tennessee,47,2009,2009,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,51,24061,2.12
,Tennessee,47,2009,2009,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,17,24061,0.71 (Unreliable)
,Tennessee,47,2009,2009,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,85,23260,3.65
,Tennessee,47,2009,2009,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,30,23260,1.29
,Tennessee,47,2009,2009,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,26,23260,1.12
,Tennessee,47,2009,2009,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,58,15858,3.66
,Tennessee,47,2009,2009,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,15,15858,0.95 (Unreliable)
,Tennessee,47,2009,2009,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13,15858,0.82 (Unreliable)
,Tennessee,47,2009,2009,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,28,7093,3.95
,Tennessee,47,2010,2010,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,41,9254,4.43
,Tennessee,47,2010,2010,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,20,9254,2.16
,Tennessee,47,2010,2010,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,17,9254,1.84 (Unreliable)
,Tennessee,47,2010,2010,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,14,9254,1.51 (Unreliable)
,Tennessee,47,2010,2010,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,66,22801,2.89
,Tennessee,47,2010,2010,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,38,22801,1.67
,Tennessee,47,2010,2010,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,41,22801,1.80
,Tennessee,47,2010,2010,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,22,22801,0.96
,Tennessee,47,2010,2010,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,61,22880,2.67
,Tennessee,47,2010,2010,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,31,22880,1.35
,Tennessee,47,2010,2010,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,29,22880,1.27
,Tennessee,47,2010,2010,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,20,22880,0.87
,Tennessee,47,2010,2010,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,53,16042,3.30
,Tennessee,47,2010,2010,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,27,16042,1.68
,Tennessee,47,2010,2010,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,11,16042,0.69 (Unreliable)
,Tennessee,47,2010,2010,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,23,6898,3.33
,Tennessee,47,2010,2010,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,17,6898,2.47 (Unreliable)
,Tennessee,47,2011,2011,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,32,8497,3.77
,Tennessee,47,2011,2011,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,16,8497,1.89 (Unreliable)
,Tennessee,47,2011,2011,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13,8497,1.55 (Unreliable)
,Tennessee,47,2011,2011,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,11,8497,1.33 (Unreliable)
,Tennessee,47,2011,2011,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,62,22745,2.73
,Tennessee,47,2011,2011,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,42,22745,1.86
,Tennessee,47,2011,2011,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,38,22745,1.66
,Tennessee,47,2011,2011,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,22,22745,0.95
,Tennessee,47,2011,2011,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,74,23105,3.21
,Tennessee,47,2011,2011,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,40,23105,1.74
,Tennessee,47,2011,2011,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,22,23105,0.97
,Tennessee,47,2011,2011,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,20,23105,0.88
,Tennessee,47,2011,2011,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,50,16778,2.98
,Tennessee,47,2011,2011,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18,16778,1.07 (Unreliable)
,Tennessee,47,2011,2011,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,21,6820,3.08
,Tennessee,47,2011,2011,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,17,6820,2.51 (Unreliable)
,Tennessee,47,2012,2012,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,40,7910,5.07
,Tennessee,47,2012,2012,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,16,7910,2.04 (Unreliable)
,Tennessee,47,2012,2012,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,74,23197,3.20
,Tennessee,47,2012,2012,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,36,23197,1.56
,Tennessee,47,2012,2012,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,51,23197,2.18
,Tennessee,47,2012,2012,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,29,23197,1.26
,Tennessee,47,2012,2012,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,49,23204,2.12
,Tennessee,47,2012,2012,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,30,23204,1.30
,Tennessee,47,2012,2012,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,30,23204,1.31
,Tennessee,47,2012,2012,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,12,23204,0.52 (Unreliable)
,Tennessee,47,2012,2012,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,46,17405,2.65
,Tennessee,47,2012,2012,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24,17405,1.39
,Tennessee,47,2012,2012,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,11,17405,0.64 (Unreliable)
,Tennessee,47,2012,2012,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,26,7008,3.72
,Tennessee,47,2012,2012,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10,7008,1.44 (Unreliable)
,Tennessee,47,2013,2013,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,26,7105,3.68
,Tennessee,47,2013,2013,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,17,7105,2.40 (Unreliable)
,Tennessee,47,2013,2013,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,74,22554,3.30
,Tennessee,47,2013,2013,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,22,22554,0.98
,Tennessee,47,2013,2013,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,33,22554,1.46
,Tennessee,47,2013,2013,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,27,22554,1.20
,Tennessee,47,2013,2013,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,60,23454,2.57
,Tennessee,47,2013,2013,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,46,23454,1.97
,Tennessee,47,2013,2013,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,23,23454,0.98
,Tennessee,47,2013,2013,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,17,23454,0.72 (Unreliable)
,Tennessee,47,2013,2013,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,47,18059,2.62
,Tennessee,47,2013,2013,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,27,18059,1.50
,Tennessee,47,2013,2013,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,18,7148,2.53 (Unreliable)
,Tennessee,47,2014,2014,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,30,6756,4.46
,Tennessee,47,2014,2014,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14,6756,2.08 (Unreliable)
,Tennessee,47,2014,2014,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,76,22475,3.39
,Tennessee,47,2014,2014,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,33,22475,1.47
,Tennessee,47,2014,2014,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,28,22475,1.25
,Tennessee,47,2014,2014,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,22,22475,0.98
,Tennessee,47,2014,2014,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,69,24141,2.87
,Tennessee,47,2014,2014,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,32,24141,1.33
,Tennessee,47,2014,2014,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,21,24141,0.87
,Tennessee,47,2014,2014,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,47,18911,2.49
,Tennessee,47,2014,2014,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,23,18911,1.22
,Tennessee,47,2014,2014,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,16,18911,0.85 (Unreliable)
,Tennessee,47,2014,2014,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,28,7585,3.70
,Tennessee,47,2014,2014,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24,7585,3.17
,Tennessee,47,2015,2015,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,19,6267,3.06 (Unreliable)
,Tennessee,47,2015,2015,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,10,6267,1.61 (Unreliable)
,Tennessee,47,2015,2015,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,12,6267,1.92 (Unreliable)
,Tennessee,47,2015,2015,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,65,21886,2.95
,Tennessee,47,2015,2015,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,31,21886,1.43
,Tennessee,47,2015,2015,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,34,21886,1.56
,Tennessee,47,2015,2015,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,15,21886,0.69 (Unreliable)
,Tennessee,47,2015,2015,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,72,24758,2.89
,Tennessee,47,2015,2015,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,31,24758,1.26
,Tennessee,47,2015,2015,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,29,24758,1.18
,Tennessee,47,2015,2015,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,26,24758,1.05
,Tennessee,47,2015,2015,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,47,19044,2.49
,Tennessee,47,2015,2015,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,20,19044,1.06
,Tennessee,47,2015,2015,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,13,19044,0.69 (Unreliable)
,Tennessee,47,2015,2015,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,10,19044,0.53 (Unreliable)
,Tennessee,47,2015,2015,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,27,7997,3.41
,Tennessee,47,2015,2015,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,18,7997,2.27 (Unreliable)
,Tennessee,47,2016,2016,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,12,5766,2.08 (Unreliable)
,Tennessee,47,2016,2016,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14,5766,2.43 (Unreliable)
,Tennessee,47,2016,2016,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,76,20516,3.71
,Tennessee,47,2016,2016,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,31,20516,1.51
,Tennessee,47,2016,2016,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,34,20516,1.67
,Tennessee,47,2016,2016,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,21,20516,1.03
,Tennessee,47,2016,2016,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,71,24669,2.88
,Tennessee,47,2016,2016,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,33,24669,1.34
,Tennessee,47,2016,2016,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,37,24669,1.51
,Tennessee,47,2016,2016,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,17,24669,0.69 (Unreliable)
,Tennessee,47,2016,2016,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,46,19639,2.34
,Tennessee,47,2016,2016,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,26,19639,1.33
,Tennessee,47,2016,2016,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,16,19639,0.82 (Unreliable)
,Tennessee,47,2016,2016,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,32,8456,3.79
,Tennessee,47,2016,2016,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,15,8456,1.78 (Unreliable)
,Tennessee,47,2017,2017,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,46,5516,8.34
,Tennessee,47,2017,2017,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12,5516,2.18 (Unreliable)
,Tennessee,47,2017,2017,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,57,20126,2.83
,Tennessee,47,2017,2017,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,36,20126,1.79
,Tennessee,47,2017,2017,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,38,20126,1.89
,Tennessee,47,2017,2017,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,24,20126,1.19
,Tennessee,47,2017,2017,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,73,25247,2.89
,Tennessee,47,2017,2017,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,31,25247,1.23
,Tennessee,47,2017,2017,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,31,25247,1.23
,Tennessee,47,2017,2017,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,13,25247,0.51 (Unreliable)
,Tennessee,47,2017,2017,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,52,19747,2.63
,Tennessee,47,2017,2017,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24,19747,1.22
,Tennessee,47,2017,2017,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15,19747,0.76 (Unreliable)
,Tennessee,47,2017,2017,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,25,8638,2.89
,Tennessee,47,2017,2017,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24,8638,2.78
,Tennessee,47,2018,2018,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,23,5258,4.38
,Tennessee,47,2018,2018,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,14,5258,2.67 (Unreliable)
,Tennessee,47,2018,2018,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,64,19537,3.28
,Tennessee,47,2018,2018,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,21,19537,1.08
,Tennessee,47,2018,2018,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,28,19537,1.44
,Tennessee,47,2018,2018,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,22,19537,1.13
,Tennessee,47,2018,2018,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,75,25048,2.99
,Tennessee,47,2018,2018,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,34,25048,1.36
,Tennessee,47,2018,2018,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,33,25048,1.32
,Tennessee,47,2018,2018,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,17,25048,0.68 (Unreliable)
,Tennessee,47,2018,2018,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,64,19967,3.21
,Tennessee,47,2018,2018,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24,19967,1.20
,Tennessee,47,2018,2018,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,15,19967,0.75 (Unreliable)
,Tennessee,47,2018,2018,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,12,19967,0.60 (Unreliable)
,Tennessee,47,2018,2018,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,24,9110,2.64
,Tennessee,47,2018,2018,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,12,9110,1.32 (Unreliable)
,Tennessee,47,2019,2019,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,24,4918,4.90
,Tennessee,47,2019,2019,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,16,4918,3.28 (Unreliable)
,Tennessee,47,2019,2019,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,77,19431,3.97
,Tennessee,47,2019,2019,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,30,19431,1.55
,Tennessee,47,2019,2019,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,24,19431,1.25
,Tennessee,47,2019,2019,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,17,19431,0.88 (Unreliable)
,Tennessee,47,2019,2019,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,81,24705,3.29
,Tennessee,47,2019,2019,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,33,24705,1.34
,Tennessee,47,2019,2019,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,19,24705,0.78 (Unreliable)
,Tennessee,47,2019,2019,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,13,24705,0.53 (Unreliable)
,Tennessee,47,2019,2019,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,53,20239,2.63
,Tennessee,47,2019,2019,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,24,20239,1.19
,Tennessee,47,2019,2019,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,10,20239,0.50 (Unreliable)
,Tennessee,47,2019,2019,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,34,9244,3.69
,Tennessee,47,2019,2019,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,16,9244,1.74 (Unreliable)
,Texas,48,2007,2007,15-19 years,15-19,Diseases of the circulatory system,I00-I99,11,54281,0.21 (Unreliable)
,Texas,48,2007,2007,15-19 years,15-19,Diseases of the respiratory system,J00-J98,13,54281,0.24 (Unreliable)
,Texas,48,2007,2007,15-19 years,15-19,Diseases of the digestive system,K00-K92,13,54281,0.25 (Unreliable)
,Texas,48,2007,2007,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,182,54281,3.36
,Texas,48,2007,2007,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,93,54281,1.71
,Texas,48,2007,2007,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,83,54281,1.53
,Texas,48,2007,2007,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,22,54281,0.41
,Texas,48,2007,2007,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,17,113169,0.15 (Unreliable)
,Texas,48,2007,2007,20-24 years,20-24,Diseases of the circulatory system,I00-I99,13,113169,0.12 (Unreliable)
,Texas,48,2007,2007,20-24 years,20-24,Diseases of the respiratory system,J00-J98,22,113169,0.20
,Texas,48,2007,2007,20-24 years,20-24,Diseases of the digestive system,K00-K92,14,113169,0.13 (Unreliable)
,Texas,48,2007,2007,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,299,113169,2.64
,Texas,48,2007,2007,20-24 years,20-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,151,113169,1.33
,Texas,48,2007,2007,20-24 years,20-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,174,113169,1.53
,Texas,48,2007,2007,20-24 years,20-24,External causes of morbidity and mortality,V01-Y89,40,113169,0.35
,Texas,48,2007,2007,25-29 years,25-29,Diseases of the nervous system,G00-G98,16,110941,0.15 (Unreliable)
,Texas,48,2007,2007,25-29 years,25-29,Diseases of the circulatory system,I00-I99,12,110941,0.11 (Unreliable)
,Texas,48,2007,2007,25-29 years,25-29,Diseases of the respiratory system,J00-J98,18,110941,0.17 (Unreliable)
,Texas,48,2007,2007,25-29 years,25-29,Diseases of the digestive system,K00-K92,13,110941,0.12 (Unreliable)
,Texas,48,2007,2007,25-29 years,25-29,Certain conditions originating in the perinatal period,P00-P96,269,110941,2.42
,Texas,48,2007,2007,25-29 years,25-29,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,129,110941,1.16
,Texas,48,2007,2007,25-29 years,25-29,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,88,110941,0.80
,Texas,48,2007,2007,25-29 years,25-29,External causes of morbidity and mortality,V01-Y89,27,110941,0.25
,Texas,48,2007,2007,30-34 years,30-34,Certain infectious and parasitic diseases,A00-B99,10,81335,0.12 (Unreliable)
,Texas,48,2007,2007,30-34 years,30-34,Diseases of the circulatory system,I00-I99,11,81335,0.14 (Unreliable)
,Texas,48,2007,2007,30-34 years,30-34,Diseases of the digestive system,K00-K92,10,81335,0.13 (Unreliable)
,Texas,48,2007,2007,30-34 years,30-34,Certain conditions originating in the perinatal period,P00-P96,213,81335,2.62
,Texas,48,2007,2007,30-34 years,30-34,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,106,81335,1.30
,Texas,48,2007,2007,30-34 years,30-34,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,40,81335,0.49
,Texas,48,2007,2007,30-34 years,30-34,External causes of morbidity and mortality,V01-Y89,10,81335,0.12 (Unreliable)
,Texas,48,2007,2007,35-39 years,35-39,Certain conditions originating in the perinatal period,P00-P96,129,39052,3.30
,Texas,48,2007,2007,35-39 years,35-39,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,73,39052,1.87
,Texas,48,2007,2007,35-39 years,35-39,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,25,39052,0.65
,Texas,48,2007,2007,40-44 years,40-44,Certain conditions originating in the perinatal period,P00-P96,33,7519,4.41
,Texas,48,2007,2007,40-44 years,40-44,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,30,7519,3.95
,Texas,48,2008,2008,15-19 years,15-19,Certain infectious and parasitic diseases,A00-B99,10,54284,0.19 (Unreliable)
,Texas,48,2008,2008,15-19 years,15-19,Certain conditions originating in the perinatal period,P00-P96,174,54284,3.21
,Texas,48,2008,2008,15-19 years,15-19,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,83,54284,1.53
,Texas,48,2008,2008,15-19 years,15-19,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,78,54284,1.44
,Texas,48,2008,2008,15-19 years,15-19,External causes of morbidity and mortality,V01-Y89,36,54284,0.65
,Texas,48,2008,2008,20-24 years,20-24,Certain infectious and parasitic diseases,A00-B99,12,110268,0.11 (Unreliable)
,Texas,48,2008,2008,20-24 years,20-24,Diseases of the circulatory system,I00-I99,13,110268,0.12 (Unreliable)
,Texas,48,2008,2008,20-24 years,20-24,Diseases of the respiratory system,J00-J98,15,110268,0.14 (Unreliable)
,Texas,48,2008,2008,20-24 years,20-24,Diseases of the digestive system,K00-K92,14,110268,0.13 (Unreliable)
,Texas,48,2008,2008,20-24 years,20-24,Certain conditions originating in the perinatal period,P00-P96,289,110268,2.62
