Notes,Year,Year Code,State,State Code,Age of Mother 10,Age of Mother 10 Code,Births,Female Population,Fertility Rate,Average Birth Weight,Standard Deviation for Average Birth Weight,Average LMP Gestational Age,Standard Deviation for Average LMP Gestational Age,Average OE Gestational Age,Standard Deviation for Average OE Gestational Age
,2019,2019,Arkansas,5,30-34 years,30-34,7929,95820,82.75,3276.07,598.3,38.4,2.47,38.2,2.04
,2019,2019,Arkansas,5,35-39 years,35-39,3399,96239,35.32,3244.67,648.74,38.1,2.62,37.96,2.24
,2019,2019,Arkansas,5,40-44 years,40-44,622,89810,6.93,3197.05,702.96,37.81,2.92,37.65,2.49
,2019,2019,Arkansas,5,45-49 years,45-49,23,Not Available,Not Available,2936.48,760.66,36.74,3.3,36.7,3.25
,2019,2019,California,6,Under 15 years,15-,122,Not Available,Not Available,3075.85,535.37,37.93,3.2,38.31,2.35
,2019,2019,California,6,15 - 17 years,15-17,3691,736976,5.01,3182.34,523.52,38.52,2.5,38.65,2.16
,2019,2019,California,6,18 - 19 years,18-19,11665,504540,23.12,3205.8,539.15,38.66,2.36,38.68,2.11
,2019,2019,California,6,20-24 years,20-24,66789,1287528,51.87,3259.41,546.49,38.73,2.22,38.66,2
,2019,2019,California,6,25-29 years,25-29,115830,1494297,77.51,3296.02,555.43,38.72,2.16,38.64,1.96
,2019,2019,California,6,30-34 years,30-34,138688,1432403,96.82,3299.26,566.21,38.66,2.13,38.59,1.97
,2019,2019,California,6,35-39 years,35-39,87106,1363988,63.86,3282.34,587.32,38.44,2.21,38.42,2.04
,2019,2019,California,6,40-44 years,40-44,20416,1245533,16.39,3232.79,616.27,38.12,2.37,38.14,2.19
,2019,2019,California,6,45-49 years,45-49,1865,Not Available,Not Available,3079.82,674.83,37.59,2.7,37.61,2.49
,2019,2019,California,6,50 years and over,50+,307,Not Available,Not Available,3011.07,710.03,37.14,2.89,37.21,2.76
,2019,2019,Colorado,8,Under 15 years,15-,22,Not Available,Not Available,2947.82,694.88,37.77,3.88,38.23,3.38
,2019,2019,Colorado,8,15 - 17 years,15-17,642,105968,6.06,3076.39,533.75,38.37,2.98,38.41,2.46
,2019,2019,Colorado,8,18 - 19 years,18-19,1829,71257,25.67,3099.92,515.56,38.64,2.52,38.53,2.04
,2019,2019,Colorado,8,20-24 years,20-24,10283,179754,57.21,3140.39,543.41,38.67,2.52,38.48,2.11
,2019,2019,Colorado,8,25-29 years,25-29,17276,219281,78.78,3180.97,539.79,38.7,2.31,38.54,1.96
,2019,2019,Colorado,8,30-34 years,30-34,19735,215607,91.53,3213.56,549.93,38.67,2.26,38.6,1.95
,2019,2019,Colorado,8,35-39 years,35-39,10765,205593,52.36,3190.89,572.98,38.43,2.27,38.41,2.04
,2019,2019,Colorado,8,40-44 years,40-44,2165,181681,11.92,3132.38,591.26,38,2.4,38.05,2.14
,2019,2019,Colorado,8,45-49 years,45-49,136,Not Available,Not Available,2921.35,738.82,37.18,2.81,37.24,2.74
,2019,2019,Colorado,8,50 years and over,50+,16,Not Available,Not Available,3133.06,842.29,37.81,3.49,37.38,3.08
,2019,2019,Connecticut,9,15 - 17 years,15-17,223,66803,3.34,3069.71,626.81,38.37,3.36,38.27,2.92
,2019,2019,Connecticut,9,18 - 19 years,18-19,679,50473,13.45,3134.92,623.62,38.71,3.28,38.44,2.83
,2019,2019,Connecticut,9,20-24 years,20-24,4158,116828,35.59,3225.79,573.53,38.79,2.59,38.52,2.18
,2019,2019,Connecticut,9,25-29 years,25-29,8486,108598,78.14,3284.99,574.99,38.86,2.37,38.58,2.01
,2019,2019,Connecticut,9,30-34 years,30-34,12259,110584,110.86,3304.99,579.54,38.79,2.33,38.58,2.04
,2019,2019,Connecticut,9,35-39 years,35-39,6832,111260,61.41,3304.25,600.82,38.52,2.38,38.4,2.07
,2019,2019,Connecticut,9,40-44 years,40-44,1493,106026,14.08,3253.68,607.73,38.24,2.38,38.14,2.09
,2019,2019,Connecticut,9,45-49 years,45-49,101,Not Available,Not Available,3004.22,680.51,37.86,2.99,37.79,2.43
,2019,2019,Connecticut,9,50 years and over,50+,19,Not Available,Not Available,2817.58,748.98,36.68,4.51,36.26,4.09
,2019,2019,Delaware,10,15 - 17 years,15-17,115,17045,6.75,3101.98,617.5,38.04,3.06,38.42,2.65
,2019,2019,Delaware,10,18 - 19 years,18-19,329,12747,25.81,3124.97,611.05,38.61,3.11,38.42,2.56
,2019,2019,Delaware,10,20-24 years,20-24,1839,28178,65.26,3179.68,618.14,38.51,2.96,38.36,2.48
,2019,2019,Delaware,10,25-29 years,25-29,3210,32289,99.41,3239.4,613.66,38.63,2.73,38.38,2.29
,2019,2019,Delaware,10,30-34 years,30-34,3153,32048,98.38,3272.14,610.12,38.49,2.62,38.37,2.19
,2019,2019,Delaware,10,35-39 years,35-39,1560,30058,51.90,3251.7,651.59,38.27,2.79,38.13,2.4
,2019,2019,Delaware,10,40-44 years,40-44,311,27682,11.23,3199.45,646.17,38.07,2.38,38.01,2.08
,2019,2019,Delaware,10,45-49 years,45-49,31,Not Available,Not Available,3239.29,506.61,38.35,2.39,38,1.81
,2019,2019,District of Columbia,11,15 - 17 years,15-17,91,7690,11.83,3012.05,545.25,38.44,3.05,38.31,2.49
,2019,2019,District of Columbia,11,18 - 19 years,18-19,232,11481,20.21,3058.16,511.88,38.51,2.55,38.61,2.05
,2019,2019,District of Columbia,11,20-24 years,20-24,1119,28430,39.36,3047.08,614.57,38.29,2.83,38.28,2.54
,2019,2019,District of Columbia,11,25-29 years,25-29,1896,44478,42.63,3127.58,623.18,38.43,2.76,38.39,2.42
,2019,2019,District of Columbia,11,30-34 years,30-34,2924,42746,68.40,3261.7,597.91,38.74,2.39,38.65,2.17
,2019,2019,District of Columbia,11,35-39 years,35-39,2238,32752,68.33,3290.92,590.41,38.61,2.19,38.57,1.95
,2019,2019,District of Columbia,11,40-44 years,40-44,517,22795,22.68,3178.94,649.27,38.21,2.68,38.12,2.42
,2019,2019,District of Columbia,11,45-49 years,45-49,39,Not Available,Not Available,3293.28,475.92,38.41,1.72,38.23,1.27
,2019,2019,District of Columbia,11,50 years and over,50+,17,Not Available,Not Available,2844.71,719.77,37.71,3.02,37.76,2.71
,2019,2019,Florida,12,Under 15 years,15-,106,Not Available,Not Available,3110.39,541.72,37.79,3.14,38.12,2.12
,2019,2019,Florida,12,15 - 17 years,15-17,2157,352171,6.12,3116.22,552.23,38.38,2.95,38.42,2.3
,2019,2019,Florida,12,18 - 19 years,18-19,7384,235601,31.34,3127.49,578.86,38.5,2.75,38.4,2.29
,2019,2019,Florida,12,20-24 years,20-24,40141,615988,65.17,3192.29,573.16,38.62,2.62,38.41,2.14
,2019,2019,Florida,12,25-29 years,25-29,62879,695672,90.39,3246.51,582.78,38.59,2.54,38.4,2.13
,2019,2019,Florida,12,30-34 years,30-34,64017,679927,94.15,3262.65,593.77,38.49,2.51,38.34,2.14
,2019,2019,Florida,12,35-39 years,35-39,35033,670316,52.26,3247.56,612.6,38.26,2.54,38.15,2.19
,2019,2019,Florida,12,40-44 years,40-44,7686,639599,12.02,3187.65,634.55,37.95,2.71,37.89,2.31
,2019,2019,Florida,12,45-49 years,45-49,541,Not Available,Not Available,3032.52,683.88,37.65,2.87,37.48,2.58
,2019,2019,Florida,12,50 years and over,50+,58,Not Available,Not Available,2873.88,749.08,36.52,3.47,36.52,3.17
,2019,2019,Georgia,13,Under 15 years,15-,87,Not Available,Not Available,2911.46,653.6,37.56,4.12,37.48,3.32
,2019,2019,Georgia,13,15 - 17 years,15-17,1719,214454,8.02,3054.02,563.16,38.12,2.88,38.26,2.24
,2019,2019,Georgia,13,18 - 19 years,18-19,5371,145833,36.83,3098.56,563.06,38.39,2.69,38.35,2.15
,2019,2019,Georgia,13,20-24 years,20-24,27390,352957,77.60,3149.61,591.4,38.38,2.79,38.26,2.27
,2019,2019,Georgia,13,25-29 years,25-29,37299,384940,96.90,3205.11,597.21,38.43,2.67,38.28,2.22
,2019,2019,Georgia,13,30-34 years,30-34,33356,366690,90.97,3233.64,610.29,38.42,2.66,38.26,2.22
,2019,2019,Georgia,13,35-39 years,35-39,17173,366142,46.90,3211,637.31,38.18,2.76,38.07,2.3
,2019,2019,Georgia,13,40-44 years,40-44,3692,349003,10.58,3150.49,662.36,37.88,2.86,37.78,2.4
,2019,2019,Georgia,13,45-49 years,45-49,262,Not Available,Not Available,3036.52,776.23,37.44,3.32,37.13,2.82
,2019,2019,Georgia,13,50 years and over,50+,22,Not Available,Not Available,2831,361.54,37.77,3.37,37.82,1.72
,2019,2019,Hawaii,15,15 - 17 years,15-17,123,22907,5.37,3079.32,585.75,38.57,3.45,38.29,2.6
,2019,2019,Hawaii,15,18 - 19 years,18-19,461,14395,32.03,3157.3,600.61,38.55,2.99,38.2,2.47
,2019,2019,Hawaii,15,20-24 years,20-24,3068,39983,76.73,3207.53,555.38,38.81,2.58,38.48,2.06
,2019,2019,Hawaii,15,25-29 years,25-29,4673,48114,97.12,3228.5,565.04,38.84,2.48,38.47,2.06
,2019,2019,Hawaii,15,30-34 years,30-34,4604,47757,96.40,3237.04,592.16,38.68,2.55,38.38,2.19
,2019,2019,Hawaii,15,35-39 years,35-39,3051,47721,63.93,3226.55,593.23,38.53,2.62,38.27,2.18
,2019,2019,Hawaii,15,40-44 years,40-44,756,41991,18.00,3169.38,629.26,38.16,2.82,37.95,2.48
,2019,2019,Hawaii,15,45-49 years,45-49,53,Not Available,Not Available,2973.26,722.73,37.45,3.42,37.43,2.58
,2019,2019,Idaho,16,15 - 17 years,15-17,188,37692,4.99,3125.39,594.23,38.64,2.86,38.57,2.31
,2019,2019,Idaho,16,18 - 19 years,18-19,729,23714,30.74,3194.55,546.38,38.74,2.61,38.56,2.09
,2019,2019,Idaho,16,20-24 years,20-24,5140,55390,92.80,3247.7,557.36,38.72,2.46,38.52,2.03
,2019,2019,Idaho,16,25-29 years,25-29,7180,58782,122.15,3310.91,538.93,38.79,2.24,38.61,1.79
,2019,2019,Idaho,16,30-34 years,30-34,5571,56991,97.75,3322.92,557.03,38.65,2.36,38.53,1.92
,2019,2019,Idaho,16,35-39 years,35-39,2706,58516,46.24,3319.32,589.03,38.58,2.33,38.45,1.95
,2019,2019,Idaho,16,40-44 years,40-44,504,53736,9.38,3255.94,621.89,38.01,2.73,38.08,2.29
,2019,2019,Idaho,16,45-49 years,45-49,32,Not Available,Not Available,3137.81,596.04,37.19,1.33,37.91,1.31
,2019,2019,Illinois,17,Under 15 years,15-,66,Not Available,Not Available,3087.79,618.81,38.18,3.64,38.18,2.84
,2019,2019,Illinois,17,15 - 17 years,15-17,1407,242434,5.80,3117.03,557.43,38.33,2.99,38.37,2.35
,2019,2019,Illinois,17,18 - 19 years,18-19,4476,159771,28.02,3119.67,572.36,38.51,2.86,38.32,2.28
,2019,2019,Illinois,17,20-24 years,20-24,23125,408950,56.55,3190.53,575.11,38.59,2.69,38.35,2.19
,2019,2019,Illinois,17,25-29 years,25-29,38069,442312,86.07,3260.35,580.08,38.59,2.49,38.37,2.06
,2019,2019,Illinois,17,30-34 years,30-34,43860,425479,103.08,3295.65,586.97,38.55,2.38,38.37,2.05
,2019,2019,Illinois,17,35-39 years,35-39,24039,424190,56.67,3285.86,600.63,38.31,2.4,38.2,2.08
,2019,2019,Illinois,17,40-44 years,40-44,4706,394115,11.94,3209.84,637.78,37.97,2.57,37.91,2.19
,2019,2019,Illinois,17,45-49 years,45-49,330,Not Available,Not Available,3081.93,736.87,37.3,3.33,37.2,2.87
,2019,2019,Illinois,17,50 years and over,50+,50,Not Available,Not Available,2961.8,648.09,36.92,2.97,37.18,2.57
,2019,2019,Indiana,18,Under 15 years,15-,32,Not Available,Not Available,3109.22,498.87,38.41,3.8,38.53,2.54
,2019,2019,Indiana,18,15 - 17 years,15-17,1048,132118,7.93,3176.32,566.63,38.56,2.58,38.45,2.18
,2019,2019,Indiana,18,18 - 19 years,18-19,3593,90848,39.55,3172.57,557.25,38.62,2.46,38.47,2.06
,2019,2019,Indiana,18,20-24 years,20-24,19018,230809,82.40,3233.85,568.99,38.6,2.42,38.44,2.05
,2019,2019,Indiana,18,25-29 years,25-29,25863,228815,113.03,3278.97,581.98,38.57,2.33,38.43,2.03
,2019,2019,Indiana,18,30-34 years,30-34,20617,212436,97.05,3313.54,596,38.46,2.33,38.36,2.07
,2019,2019,Indiana,18,35-39 years,35-39,8851,214045,41.35,3280.88,625.07,38.21,2.42,38.17,2.13
,2019,2019,Indiana,18,40-44 years,40-44,1733,201383,8.61,3241.1,670.54,37.91,2.6,37.91,2.42
,2019,2019,Indiana,18,45-49 years,45-49,91,Not Available,Not Available,3122.02,711.73,37.19,2.7,37.24,2.66
,2019,2019,Indiana,18,50 years and over,50+,13,Not Available,Not Available,3004,757.34,36.85,2.8,37.46,2.82
,2019,2019,Iowa,19,Under 15 years,15-,12,Not Available,Not Available,3335.58,390.07,39.42,1.85,38.5,1.55
,2019,2019,Iowa,19,15 - 17 years,15-17,305,59753,5.10,3205.55,569.69,38.62,2.65,38.46,2.16
,2019,2019,Iowa,19,18 - 19 years,18-19,1155,43630,26.47,3205.31,573.49,38.61,2.69,38.35,2.2
,2019,2019,Iowa,19,20-24 years,20-24,7031,108676,64.70,3283.41,575.01,38.8,2.56,38.47,2.09
,2019,2019,Iowa,19,25-29 years,25-29,12719,99272,128.12,3352.66,573.23,38.76,2.33,38.53,1.95
,2019,2019,Iowa,19,30-34 years,30-34,11102,93934,118.19,3376.94,583.6,38.62,2.27,38.45,1.92
,2019,2019,Iowa,19,35-39 years,35-39,4504,99254,45.38,3334.06,607.15,38.33,2.45,38.21,2.06
,2019,2019,Iowa,19,40-44 years,40-44,781,89764,8.70,3299.67,595.58,37.99,2.53,38.06,2.04
,2019,2019,Iowa,19,45-49 years,45-49,38,Not Available,Not Available,3137.89,519.75,38.63,2.31,37.89,1.47
,2019,2019,Kansas,20,Under 15 years,15-,18,Not Available,Not Available,2985.22,594.65,37.28,3.62,37.61,3.55
,2019,2019,Kansas,20,15 - 17 years,15-17,422,57678,7.32,3091,620.23,38.03,2.82,38.08,2.6
,2019,2019,Kansas,20,18 - 19 years,18-19,1435,39002,36.79,3168.67,577.65,38.33,2.53,38.31,2.34
,2019,2019,Kansas,20,20-24 years,20-24,7572,101498,74.60,3239.87,559.09,38.41,2.25,38.36,2.07
,2019,2019,Kansas,20,25-29 years,25-29,11018,93853,117.40,3308.17,573.79,38.5,2.19,38.43,2.02
,2019,2019,Kansas,20,30-34 years,30-34,9701,91408,106.13,3326.91,596.11,38.39,2.21,38.37,2.06
,2019,2019,Kansas,20,35-39 years,35-39,4384,94736,46.28,3300.75,619.04,38.15,2.21,38.16,2.06
,2019,2019,Kansas,20,40-44 years,40-44,800,83716,9.56,3261.98,645.26,37.88,2.39,38.03,2.18
,2019,2019,Kansas,20,45-49 years,45-49,42,Not Available,Not Available,3274.1,653.65,38,2.08,38.17,1.73
,2019,2019,Kentucky,21,Under 15 years,15-,34,Not Available,Not Available,3112.79,397.42,37.97,2.55,38,1.91
,2019,2019,Kentucky,21,15 - 17 years,15-17,777,82901,9.37,3108.72,594.06,38.47,2.88,38.13,2.37
,2019,2019,Kentucky,21,18 - 19 years,18-19,2687,56405,47.64,3158.31,576.69,38.52,2.74,38.15,2.23
,2019,2019,Kentucky,21,20-24 years,20-24,13746,143968,95.48,3220.53,575.8,38.53,2.6,38.23,2.02
,2019,2019,Kentucky,21,25-29 years,25-29,16695,150646,110.82,3272.06,582.54,38.55,2.46,38.26,1.94
,2019,2019,Kentucky,21,30-34 years,30-34,12664,137484,92.11,3289.83,609.22,38.42,2.47,38.2,2.01
,2019,2019,Kentucky,21,35-39 years,35-39,5383,141124,38.14,3265.14,650.13,38.15,2.7,37.97,2.19
,2019,2019,Kentucky,21,40-44 years,40-44,1021,135495,7.54,3219.81,615.5,37.99,2.61,37.86,2.15
,2019,2019,Kentucky,21,45-49 years,45-49,55,Not Available,Not Available,3252.47,613.64,38.31,2.18,37.84,1.91
,2019,2019,Louisiana,22,Under 15 years,15-,58,Not Available,Not Available,3141.24,467.06,37.84,2.64,38.47,1.91
,2019,2019,Louisiana,22,15 - 17 years,15-17,952,87364,10.90,3057.97,557.11,37.91,2.95,38.25,2.17
,2019,2019,Louisiana,22,18 - 19 years,18-19,3055,56641,53.94,3070.21,575.27,38.04,2.91,38.2,2.28
,2019,2019,Louisiana,22,20-24 years,20-24,14500,149485,97.00,3112.75,585.64,38,2.86,38.06,2.26
,2019,2019,Louisiana,22,25-29 years,25-29,18252,166954,109.32,3172.41,592.42,38.08,2.71,38.06,2.19
,2019,2019,Louisiana,22,30-34 years,30-34,14391,162369,88.63,3216.99,607.94,38.07,2.69,38.04,2.23
,2019,2019,Louisiana,22,35-39 years,35-39,6549,160147,40.89,3180.7,645.83,37.81,2.84,37.82,2.4
,2019,2019,Louisiana,22,40-44 years,40-44,1140,139489,8.17,3113.75,656.07,37.5,2.92,37.57,2.55
,2019,2019,Louisiana,22,45-49 years,45-49,43,Not Available,Not Available,2936.67,669.6,37.65,2.45,37.44,2.18
,2019,2019,Maine,23,15 - 17 years,15-17,59,21838,2.70,3131.42,555.84,38.61,2.44,38.41,2.09
,2019,2019,Maine,23,18 - 19 years,18-19,280,15598,17.95,3303.21,630.24,38.96,2.64,38.62,2.31
,2019,2019,Maine,23,20-24 years,20-24,2080,36457,57.05,3278.64,579.11,38.81,2.6,38.57,2.18
,2019,2019,Maine,23,25-29 years,25-29,3528,39875,88.48,3351.33,561.91,38.85,2.3,38.64,1.98
,2019,2019,Maine,23,30-34 years,30-34,3662,40871,89.60,3349.1,589.97,38.73,2.32,38.6,2.05
,2019,2019,Maine,23,35-39 years,35-39,1812,40004,45.30,3344.82,606.3,38.6,2.28,38.48,2.02
,2019,2019,Maine,23,40-44 years,40-44,335,38085,8.80,3336.91,698.39,38.35,2.54,38.22,2.34
,2019,2019,Maine,23,45-49 years,45-49,18,Not Available,Not Available,3360.33,837.24,36.89,5.25,37.89,4.67
,2019,2019,Maryland,24,Under 15 years,15-,41,Not Available,Not Available,2953.71,690.9,37.27,3.39,37.39,3.2
,2019,2019,Maryland,24,15 - 17 years,15-17,663,110637,5.99,3115.5,587.85,38.27,3.21,38.35,2.54
,2019,2019,Maryland,24,18 - 19 years,18-19,1940,75976,25.53,3130.12,584.27,38.58,2.83,38.45,2.34
,2019,2019,Maryland,24,20-24 years,20-24,10016,182472,54.89,3189.59,597.1,38.69,2.69,38.46,2.24
,2019,2019,Maryland,24,25-29 years,25-29,18620,204624,91.00,3254.01,594.19,38.69,2.55,38.46,2.17
,2019,2019,Maryland,24,30-34 years,30-34,22662,211014,107.40,3286.13,601.37,38.62,2.5,38.46,2.17
,2019,2019,Maryland,24,35-39 years,35-39,13058,210226,62.11,3277.63,616.95,38.35,2.5,38.28,2.18
,2019,2019,Maryland,24,40-44 years,40-44,2931,190483,15.39,3227,630.59,37.98,2.54,38.01,2.16
,2019,2019,Maryland,24,45-49 years,45-49,213,Not Available,Not Available,3062.31,700.7,37.5,2.65,37.48,2.28
,2019,2019,Maryland,24,50 years and over,50+,34,Not Available,Not Available,2913.44,938.61,36.65,3.86,36.68,3.77
,2019,2019,Massachusetts,25,Under 15 years,15-,20,Not Available,Not Available,3130.75,379.91,37.95,2.46,38.1,1.45
,2019,2019,Massachusetts,25,15 - 17 years,15-17,360,119917,3.00,3111.61,597.55,38.5,3.16,38.41,2.85
,2019,2019,Massachusetts,25,18 - 19 years,18-19,1178,104531,11.27,3184.68,549.06,38.81,2.57,38.65,2.03
,2019,2019,Massachusetts,25,20-24 years,20-24,7269,244058,29.78,3228.06,570.13,38.87,2.59,38.62,2.19
,2019,2019,Massachusetts,25,25-29 years,25-29,15620,248655,62.82,3277.55,577.31,38.85,2.42,38.65,2.08
,2019,2019,Massachusetts,25,30-34 years,30-34,25903,245738,105.41,3309.42,571.91,38.88,2.26,38.67,1.99
,2019,2019,Massachusetts,25,35-39 years,35-39,15301,224617,68.12,3315.49,589.57,38.67,2.29,38.53,2
,2019,2019,Massachusetts,25,40-44 years,40-44,3230,206091,15.67,3250.61,602.62,38.42,2.32,38.23,1.99
,2019,2019,Massachusetts,25,45-49 years,45-49,217,Not Available,Not Available,3069.94,689.02,37.68,2.83,37.47,2.33
,2019,2019,Massachusetts,25,50 years and over,50+,19,Not Available,Not Available,3166.32,657.19,37.74,2.07,37.58,2.03
,2019,2019,Michigan,26,Under 15 years,15-,49,Not Available,Not Available,2976.35,487.89,37.78,2.92,38.06,2.18
,2019,2019,Michigan,26,15 - 17 years,15-17,1024,186345,5.50,3126.88,605.7,38.44,2.96,38.43,2.54
,2019,2019,Michigan,26,18 - 19 years,18-19,3734,129288,28.88,3133.49,583.03,38.56,2.8,38.46,2.34
,2019,2019,Michigan,26,20-24 years,20-24,20440,333914,61.21,3209.7,590.37,38.63,2.65,38.47,2.21
,2019,2019,Michigan,26,25-29 years,25-29,34117,339874,100.38,3268.89,600.26,38.65,2.55,38.49,2.2
,2019,2019,Michigan,26,30-34 years,30-34,31644,302872,104.48,3305.4,601.33,38.6,2.42,38.47,2.12
,2019,2019,Michigan,26,35-39 years,35-39,13957,300007,46.52,3279.61,639.04,38.3,2.55,38.23,2.25
,2019,2019,Michigan,26,40-44 years,40-44,2739,286172,9.57,3233.09,641.38,38.11,2.61,38.05,2.25
,2019,2019,Michigan,26,45-49 years,45-49,162,Not Available,Not Available,3174.9,736.82,37.71,3.25,37.69,2.76
,2019,2019,Michigan,26,50 years and over,50+,20,Not Available,Not Available,2753.05,1087.23,35.65,5.26,35.35,5.33
,2019,2019,Minnesota,27,Under 15 years,15-,12,Not Available,Not Available,3036.67,664.21,37.33,3.64,37.67,2.78
,2019,2019,Minnesota,27,15 - 17 years,15-17,400,106990,3.74,3160.44,601.97,38.48,2.92,38.51,2.17
,2019,2019,Minnesota,27,18 - 19 years,18-19,1391,69841,19.92,3194.52,624.69,38.77,3.04,38.45,2.53
,2019,2019,Minnesota,27,20-24 years,20-24,8818,176376,50.00,3273.63,578.51,38.82,2.56,38.57,2.09
,2019,2019,Minnesota,27,25-29 years,25-29,19093,183591,104.00,3341.35,574.3,38.87,2.47,38.64,2.07
,2019,2019,Minnesota,27,30-34 years,30-34,23185,187715,123.51,3375.33,580.71,38.8,2.32,38.65,1.98
,2019,2019,Minnesota,27,35-39 years,35-39,11016,191764,57.45,3358.86,611.74,38.55,2.38,38.49,2.09
,2019,2019,Minnesota,27,40-44 years,40-44,1942,165379,11.74,3296.75,612.66,38.2,2.37,38.25,1.97
,2019,2019,Minnesota,27,45-49 years,45-49,155,Not Available,Not Available,3100.86,726.65,37.49,3.01,37.55,2.58
,2019,2019,Minnesota,27,50 years and over,50+,15,Not Available,Not Available,3226.93,419.9,38.27,1.69,38.6,1.36
,2019,2019,Mississippi,28,Under 15 years,15-,42,Not Available,Not Available,2905.5,702.34,36.98,3.12,37.29,3.29
,2019,2019,Mississippi,28,15 - 17 years,15-17,739,58488,12.64,3008.71,594.29,37.73,3.33,37.96,2.57
,2019,2019,Mississippi,28,18 - 19 years,18-19,2130,40080,53.14,3040.79,595.29,38.14,2.87,37.98,2.37
,2019,2019,Mississippi,28,20-24 years,20-24,10421,99310,104.93,3090.16,595.78,38.15,2.75,37.99,2.31
,2019,2019,Mississippi,28,25-29 years,25-29,11663,102962,113.27,3148.43,615.18,38.1,2.72,37.93,2.23
,2019,2019,Mississippi,28,30-34 years,30-34,7753,95205,81.43,3189.05,633.9,38.07,2.76,37.88,2.29
,2019,2019,Mississippi,28,35-39 years,35-39,3299,96756,34.10,3141.17,688.97,37.65,2.83,37.58,2.45
,2019,2019,Mississippi,28,40-44 years,40-44,566,91498,6.19,3072.3,724.66,37.47,3.14,37.42,2.68
,2019,2019,Mississippi,28,45-49 years,45-49,20,Not Available,Not Available,2936.1,740.05,37.2,3.19,36.65,2.55
,2019,2019,Missouri,29,Under 15 years,15-,41,Not Available,Not Available,3108.27,687.4,38.18,3.19,38.08,2.83
,2019,2019,Missouri,29,15 - 17 years,15-17,860,113695,7.56,3115.74,564.88,38.35,2.76,38.35,2.17
,2019,2019,Missouri,29,18 - 19 years,18-19,2991,76208,39.25,3137.43,582.34,38.51,2.74,38.32,2.27
,2019,2019,Missouri,29,20-24 years,20-24,15795,198418,79.60,3215.71,579.5,38.57,2.53,38.38,2.09
,2019,2019,Missouri,29,25-29 years,25-29,22829,209922,108.75,3269.03,585.15,38.53,2.43,38.36,2.07
,2019,2019,Missouri,29,30-34 years,30-34,19444,200070,97.19,3297.22,601.56,38.4,2.34,38.31,2.05
,2019,2019,Missouri,29,35-39 years,35-39,8573,199478,42.98,3283.46,625.82,38.2,2.44,38.14,2.16
,2019,2019,Missouri,29,40-44 years,40-44,1510,179244,8.42,3199.76,671.54,37.8,2.74,37.89,2.35
,2019,2019,Missouri,29,45-49 years,45-49,79,Not Available,Not Available,3223.65,636.55,37.85,2.84,37.72,2.58
,2019,2019,Montana,30,15 - 17 years,15-17,113,18645,6.06,3268.92,512.77,38.52,1.97,38.44,1.58
,2019,2019,Montana,30,18 - 19 years,18-19,389,12150,32.02,3225.86,526.86,38.72,2.57,38.57,2.05
,2019,2019,Montana,30,20-24 years,20-24,2243,33961,66.05,3266.83,557.03,38.69,2.48,38.48,1.98
,2019,2019,Montana,30,25-29 years,25-29,3507,34443,101.82,3290.89,546.36,38.64,2.26,38.51,1.84
,2019,2019,Montana,30,30-34 years,30-34,3038,32686,92.94,3296.21,561.56,38.63,2.29,38.53,1.84
,2019,2019,Montana,30,35-39 years,35-39,1495,33384,44.78,3254.47,569.52,38.4,2.34,38.38,1.92
,2019,2019,Montana,30,40-44 years,40-44,267,29922,8.92,3282.71,599.14,38.06,2.21,37.99,2.04
,2019,2019,Montana,30,45-49 years,45-49,23,Not Available,Not Available,3274.95,472.93,38.27,1.79,38.23,1.38
,2019,2019,Nebraska,31,Under 15 years,15-,18,Not Available,Not Available,2904.39,663.39,38.22,3.5,37.39,2.61
,2019,2019,Nebraska,31,15 - 17 years,15-17,259,38521,6.72,3150.81,639.33,38.19,2.92,38.27,2.43
,2019,2019,Nebraska,31,18 - 19 years,18-19,734,26394,27.81,3162.9,551.26,38.49,2.53,38.39,2.01
,2019,2019,Nebraska,31,20-24 years,20-24,4477,65923,67.91,3259.93,557.81,38.67,2.33,38.47,1.89
,2019,2019,Nebraska,31,25-29 years,25-29,8039,62704,128.21,3299.75,567.7,38.58,2.31,38.41,1.98
,2019,2019,Nebraska,31,30-34 years,30-34,7354,60988,120.58,3335.91,580.08,38.5,2.27,38.39,1.97
,2019,2019,Nebraska,31,35-39 years,35-39,3204,63636,50.35,3321.48,603.13,38.2,2.31,38.16,2.01
,2019,2019,Nebraska,31,40-44 years,40-44,625,55625,11.24,3223.56,644.37,37.65,2.64,37.69,2.39
,2019,2019,Nebraska,31,45-49 years,45-49,38,Not Available,Not Available,3226.76,612.06,37.55,2.49,37.61,2.52
,2019,2019,Nevada,32,Under 15 years,15-,13,Not Available,Not Available,3091.85,419.99,38.31,2.64,38.46,1.69
,2019,2019,Nevada,32,15 - 17 years,15-17,392,56194,6.98,3089.58,551.43,38.26,2.86,38.29,2.4
,2019,2019,Nevada,32,18 - 19 years,18-19,1276,32289,39.52,3135.49,535,38.6,2.56,38.43,2.07
,2019,2019,Nevada,32,20-24 years,20-24,7060,88970,79.35,3186.41,537.35,38.77,2.53,38.48,1.95
,2019,2019,Nevada,32,25-29 years,25-29,10614,112322,94.50,3225.99,562.25,38.68,2.54,38.4,2.04
,2019,2019,Nevada,32,30-34 years,30-34,9360,108890,85.96,3233.11,567.17,38.63,2.46,38.37,1.99
